replica	category_id	five_fold_winner_structure_ids_json	five_fold_winner_counts_by_structure_json	maximum_winner_count	maximum_winner_frequency	unique_modal_family	tie_resolution_applied	tied_maximum_frequency_structure_ids_json	replica_selected_structure_id	replica_selected_structure_supporting_outer_folds_json	replica_selected_structure_coordinatewise_median_thresholds_json	five_fold_pooled_support_pass_json	five_fold_all_inner_support_pass_json	five_fold_feasibility_outcomes_json	support_failure_count	infeasible_fold_winner_count	nominal_structure_recovered	pilot_result_used	nominal_deployment_candidate_changed	validation_payloads_opened	test_payloads_opened
5	exact3tag	"[""symmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_max_drbb"":1,""symmetric_rectangular_mass__category__plus_h2_pt"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_h2_pt"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	[4]	"{""abs_mbb1_minus_125"":1021.5366553716673,""abs_mbb2_minus_125"":35.17114776728037,""ht_candidate_jets"":211.81828308105466,""max_drbb"":3.0390908836749393}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,true,true,true]	0	1	False	False	False	0	0
5	ge4tag	"[""radial_mass__category__plus_mhh"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_h2_pt""]"	"{""radial_mass__category__plus_h2_pt"":1,""radial_mass__category__plus_mhh"":2,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_mhh""]"	radial_mass__category__plus_mhh	[0,3]	"{""mhh"":215.7303079407609,""r_hh_125_125"":34.0010093572017}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
6	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":2,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__mass_only"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	[1,2]	"{""abs_mbb1_minus_125"":19.02965999302791,""abs_mbb2_minus_125"":1195.411600407152,""ht_candidate_jets"":140.44009780883786}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,false,false,false]	0	3	False	False	False	0	0
6	ge4tag	"[""radial_mass__category__plus_h2_pt"",""radial_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_h2_pt""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_h2_pt"":2,""radial_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_h2_pt""]"	radial_mass__category__plus_h2_pt	[0,4]	"{""h2_pt"":14.146489084109692,""r_hh_125_125"":36.04294420660245}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,true]	0	1	False	False	False	0	0
7	exact3tag	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":3,""radial_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	3	0.6	True	False	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	[0,3,4]	"{""abs_h_delta_eta"":7.576934088635984,""abs_mbb1_minus_125"":19.17137702875556,""abs_mbb2_minus_125"":799.3848101219526}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,false,false,false]	0	4	False	False	False	0	0
7	ge4tag	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":2,""radial_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	[0,4]	"{""abs_mbb1_minus_125"":32.69834571787549,""abs_mbb2_minus_125"":40.782951218367,""ht_candidate_jets"":222.19258308410642}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,false,true,true,false]	0	2	False	False	False	0	0
8	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_mhh"",""radial_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__plus_mhh"":1,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_h2_pt"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_mhh"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__mass_only"",""radial_mass__category__plus_h2_pt"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh""]"	asymmetric_rectangular_mass__category__plus_mhh	[2]	"{""abs_mbb1_minus_125"":19.17750327042818,""abs_mbb2_minus_125"":799.3848101219526,""mhh"":179.34894690232184}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
8	ge4tag	"[""radial_mass__category__plus_h2_pt_and_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets""]"	"{""radial_mass__category__plus_h2_pt_and_max_drbb"":2,""radial_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":2}"	2	0.4	False	True	"[""radial_mass__category__plus_h2_pt_and_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_h2_pt_and_max_drbb	[0,3]	"{""h2_pt"":8.114527853999354,""max_drbb"":3.4964359631313475,""r_hh_125_125"":37.21544238823543}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
9	exact3tag	"[""radial_mass__category__plus_h2_pt"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_h2_pt"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":2}"	2	0.4	True	False	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	symmetric_rectangular_mass__category__plus_ht_candidate_jets	[1,3]	"{""ht_candidate_jets"":180.79620552062985,""max_abs_mbb_minus_125"":33.69478673538462}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,false]	0	2	False	False	False	0	0
9	ge4tag	"[""symmetric_rectangular_mass__category__mass_only"",""symmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_h2_pt""]"	"{""asymmetric_rectangular_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_h2_pt"":1,""radial_mass__category__plus_mhh"":1,""symmetric_rectangular_mass__category__mass_only"":2}"	2	0.4	True	False	"[""symmetric_rectangular_mass__category__mass_only""]"	symmetric_rectangular_mass__category__mass_only	[0,1]	"{""max_abs_mbb_minus_125"":30.88984953222076}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,true,false,true]	0	3	False	False	False	0	0
10	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets"":3}"	3	0.6	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[0,2,4]	"{""ht_candidate_jets"":184.63222885131833,""r_hh_125_125"":36.94481393463384}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,true]	0	1	True	False	False	0	0
10	ge4tag	"[""radial_mass__category__mass_only"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__mass_only"":3,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__mass_only"":1}"	3	0.6	True	False	"[""asymmetric_rectangular_mass__category__mass_only""]"	asymmetric_rectangular_mass__category__mass_only	[1,2,4]	"{""abs_mbb1_minus_125"":21.64047931547893,""abs_mbb2_minus_125"":44.39938397834519}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,true]	0	1	False	False	False	0	0
11	exact3tag	"[""symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__mass_only"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets""]"	"{""radial_mass__category__plus_ht_candidate_jets"":2,""symmetric_rectangular_mass__category__mass_only"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[1,4]	"{""ht_candidate_jets"":184.76450347900388,""r_hh_125_125"":36.89339477775931}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	True	False	False	0	0
11	ge4tag	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":3,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	3	0.6	True	False	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	[0,1,2]	"{""ht_candidate_jets"":187.36515808105466,""max_drbb"":3.033907140221396,""r_hh_125_125"":41.21087479558251}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
12	exact3tag	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":3,""radial_mass__category__plus_ht_candidate_jets"":1}"	3	0.6	True	False	"[""asymmetric_rectangular_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[0,2,3]	"{""abs_mbb1_minus_125"":19.11137422145274,""abs_mbb2_minus_125"":1195.411600407152,""max_drbb"":4.8368026200013245}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
12	ge4tag	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_h2_pt"",""radial_mass__category__plus_h2_pt"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	"{""radial_mass__category__plus_h2_pt"":2,""radial_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_h2_pt""]"	radial_mass__category__plus_h2_pt	[1,2]	"{""h2_pt"":5.453954469218081,""r_hh_125_125"":34.294066927518024}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
13	exact3tag	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""symmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":2,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""symmetric_rectangular_mass__category__mass_only"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	[0,4]	"{""abs_h_delta_eta"":7.670986609339533,""abs_mbb1_minus_125"":19.107827332394233,""abs_mbb2_minus_125"":799.3848101219526}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
13	ge4tag	"[""radial_mass__category__plus_h2_pt_and_max_drbb"",""symmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""radial_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__plus_abs_h_delta_eta"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	[3]	"{""abs_h_delta_eta"":6.809818891966871,""abs_mbb1_minus_125"":17.55294212550503,""abs_mbb2_minus_125"":412.44612388528975,""mhh"":183.6773465570329}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,false]	0	2	False	False	False	0	0
14	exact3tag	"[""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":2,""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	[2,4]	"{""abs_mbb1_minus_125"":18.854948196430446,""abs_mbb2_minus_125"":677.6710257917994,""ht_candidate_jets"":139.73014163970944,""max_drbb"":4.8368026200013245}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
