file_slot	source_file_index	basename	remote_path	selection_order_within_file	target_class	diagonal_target_cell	first_mass_gev	second_mass_gev	entry_index	particle_count	used_particle_count	was_truncated	pfcand_sum_pt	pfcand_sum_energy	score_set	overall_top1_class	signal_top1_class	target_rank_within_signal_grid	target_in_top3_signal_grid	target_in_top5_signal_grid	inclusive_signal_probability	qcd_probability	ttbar_probability	target_raw_probability	target_signal_normalized_probability	target_first_bin_index	target_second_bin_index	predicted_first_bin_index	predicted_second_bin_index	manhattan_cell_distance	chebyshev_cell_distance	euclidean_cell_distance
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	0	0	True	40	40	76544	143	143	False	20.88223648071289	1048.5321044921875	model0	136	71	135	False	False	0.08535961347752163	0.8928903937339783	0.021750053390860558	1.1698954040184617e-05	0.00013705490879788705	0	0	5	6	11	6	7.810249675906654
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	1	0	True	40	45	36018	175	175	False	163.634521484375	1053.120361328125	model0	136	13	7	False	False	0.8308783137908904	0.15930414199829102	0.009817445650696754	0.02179623953998089	0.02623276980299959	0	0	0	13	13	13	13.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	2	0	True	45	45	5156	90	90	False	55.74519348144531	1007.7069091796875	model0	1	1	2	True	True	0.9882842060978874	0.011560204438865185	0.00015557259030174464	0.1049661636352539	0.1062105040104802	0	0	0	1	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	3	1	False	40	55	57176	127	127	False	54.57145690917969	1016.8324584960938	model0	136	27	30	False	False	0.4115452267196815	0.5884366631507874	1.810300091165118e-05	0.0005437383661046624	0.0013212116938851595	0	1	1	12	12	11	11.045361017187261
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	4	2	False	45	60	93771	99	99	False	89.15782928466797	809.2392578125	model0	136	1	2	True	True	0.6755818625360916	0.3243872821331024	3.091005783062428e-05	0.07707890123128891	0.11409261483418098	0	2	0	1	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	5	3	False	45	75	18587	141	141	False	23.253353118896484	830.9796752929688	model0	136	4	2	True	True	0.8124110065982677	0.18747004866600037	0.00011896817886736244	0.0557284839451313	0.06859641670596998	0	3	0	4	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	6	4	False	40	80	43076	134	134	False	48.63156509399414	970.7144775390625	model0	136	3	2	True	True	0.5891299728391459	0.41018033027648926	0.0006896872073411942	0.029312841594219208	0.049756153897507926	0	4	0	3	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	7	5	False	40	95	73294	152	152	False	27.922025680541992	699.6310424804688	model0	6	6	6	False	False	0.9989933736758871	0.0008944589062593877	0.00011209867807338014	0.052292581647634506	0.0523452737781625	0	5	0	6	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	8	6	False	45	100	25415	117	117	False	22.667491912841797	668.5235595703125	model0	5	5	3	True	True	0.9095187633865862	0.09034649282693863	0.00013476390449795872	0.11361725628376007	0.12492018950846828	0	6	0	5	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	9	7	False	45	115	67324	142	142	False	73.84565734863281	820.6884155273438	model0	15	15	7	False	False	0.9971273964015381	0.002841140143573284	3.1452018447453156e-05	0.025865670293569565	0.025940186165693907	0	7	0	15	8	8	8.0
