sample_group	remote_path	entry_index	particle_count	used_particle_count	was_truncated	score_set	overall_top1_class	signal_grid_top1_class	signal_probability	qcd_probability	ttbar_probability
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	0	98	98	False	model0	137	107	1.8675609824829438e-10	1.5910311262912202e-11	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	1	89	89	False	model0	137	107	8.062103339320016e-12	6.134073284036479e-13	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	2	67	67	False	model0	137	89	3.0406643420111775e-12	2.3996923155175653e-13	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	3	90	90	False	model0	137	84	8.14014991446909e-07	8.959765551708188e-08	0.9999990463256836
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	4	153	153	False	model0	137	88	0.088370851987019	0.0003353125648573041	0.9112938046455383
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	5	69	69	False	model0	137	61	0.013698963119892937	0.012687813490629196	0.9736131429672241
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	6	177	177	False	model0	136	129	0.06952448618903873	0.7142878770828247	0.21618761122226715
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	7	75	75	False	model0	137	5	0.49505741587199736	0.20217473804950714	0.302767813205719
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	8	131	131	False	model0	137	132	1.599899612434938e-05	4.412295595557225e-07	0.999983549118042
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	9	85	85	False	model0	137	107	7.659796118285149e-07	3.4494721035116527e-07	0.9999988079071045
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	10	38	38	False	model0	137	90	3.356622213993489e-12	5.617315965676661e-13	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	11	179	179	False	model0	137	57	9.33271979823003e-05	9.698160852167348e-08	0.9999066591262817
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	12	116	116	False	model0	137	107	8.197932902777347e-09	6.543714459184002e-09	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	13	104	104	False	model0	137	107	2.2852747858199445e-10	5.878125677177826e-12	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	14	120	120	False	model0	137	69	0.03237660504015594	0.03943347558379173	0.9281899929046631
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	15	87	87	False	model0	137	107	3.860567833004917e-12	2.2587870972517327e-13	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	16	175	175	False	model0	137	80	0.03602236085134791	0.06685426831245422	0.897123396396637
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	17	134	134	False	model0	137	107	2.272254529178338e-12	2.849031232286803e-13	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	18	73	73	False	model0	137	107	3.1829756922061534e-12	2.3087432031269894e-13	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	19	103	103	False	model0	136	116	0.0424396801245166	0.8969659209251404	0.06059451401233673
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	20	116	116	False	model0	137	134	5.280330482135995e-09	2.1172799624658012e-10	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	21	134	134	False	model0	137	30	0.0004698660729047788	0.001699014101177454	0.9978311657905579
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	22	150	150	False	model0	137	15	0.005626836356896092	0.0076543111354112625	0.9867188334465027
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	23	97	97	False	model0	137	107	2.8632903457965184e-12	1.370622094553492e-13	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	24	124	124	False	model0	137	111	0.0010068255332478238	0.002155362395569682	0.9968377351760864
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	25	121	121	False	model0	137	122	0.024258564564689777	0.2222815901041031	0.7534598708152771
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	26	72	72	False	model0	137	90	2.083024048667703e-12	2.2480334380039352e-13	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	27	183	183	False	model0	137	90	0.012237351034855237	0.024706263095140457	0.9630563259124756
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	28	74	74	False	model0	137	41	0.0006631003943908809	0.00031339141423814	0.9990233182907104
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	29	116	116	False	model0	137	107	1.1585281652890366e-12	2.4264315871217607e-14	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	30	62	62	False	model0	137	107	3.5430600993300926e-08	5.527915902803215e-10	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	31	118	118	False	model0	137	107	1.6489751681648212e-10	5.932946842146514e-12	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	32	131	131	False	model0	137	12	0.011930202671152301	0.033741261810064316	0.9543285369873047
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	33	65	65	False	model0	137	114	8.624807022159647e-06	2.693966234801337e-05	0.9999644756317139
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	34	144	144	False	model0	137	107	6.732050801971923e-05	2.5351147996843792e-05	0.999907374382019
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	35	127	127	False	model0	137	134	2.587472830552463e-08	9.03796770757026e-09	1.0
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	36	60	60	False	model0	137	93	1.662563546255917e-07	1.5032394218295053e-09	0.9999998807907104
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	37	116	116	False	model0	137	13	3.3566634370707504e-05	0.00020993431098759174	0.9997566342353821
TTbar_forInfer_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbar_forInfer_ntuple/selected_ntuples_0059.root	38	126	126	False	model0	137	107	7.00504536299551e-06	3.3429980248911306e-05	0.9999594688415527
