replica	category_id	selected_structure_id	threshold_variable	threshold_value	supporting_outer_fold_count	supporting_outer_folds_json	is_nominal_structure
13	ge4tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	mhh	183.6773465570329	1	[3]	False
14	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb1_minus_125	18.854948196430446	2	[2,4]	False
14	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb2_minus_125	677.6710257917994	2	[2,4]	False
14	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	139.73014163970944	2	[2,4]	False
14	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	4.8368026200013245	2	[2,4]	False
14	ge4tag	radial_mass__category__plus_max_drbb	max_drbb	3.317996896121568	2	[0,1]	False
14	ge4tag	radial_mass__category__plus_max_drbb	r_hh_125_125	34.844066881786844	2	[0,1]	False
15	exact3tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_h_delta_eta	7.670986609339533	2	[0,4]	False
15	exact3tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_mbb1_minus_125	18.988356914154966	2	[0,4]	False
15	exact3tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	abs_mbb2_minus_125	799.3848101219526	2	[0,4]	False
15	exact3tag	asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta	mhh	180.9429569192214	2	[0,4]	False
15	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	31.47918160398655	2	[0,3]	False
15	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	40.21960622752676	2	[0,3]	False
15	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	219.99098631739614	2	[0,3]	False
16	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_h_delta_eta	7.463296051007061	1	[0]	False
16	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb1_minus_125	19.097563697690905	1	[0]	False
16	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb2_minus_125	799.3848101219526	1	[0]	False
16	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	21.758914210150724	1	[1]	False
16	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	45.64868630571265	1	[1]	False
17	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb1_minus_125	19.379999006169857	2	[2,4]	False
17	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb2_minus_125	738.527917956876	2	[2,4]	False
17	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	mhh	112.01666156260593	2	[2,4]	False
17	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	20.937011943297296	1	[1]	False
17	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	45.69548098044158	1	[1]	False
18	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb1_minus_125	18.76423216001712	1	[1]	False
18	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb2_minus_125	1195.411600407152	1	[1]	False
18	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	140.44009780883786	1	[1]	False
18	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	4.766829126003969	1	[1]	False
18	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	21.79982491302842	3	[2,3,4]	False
18	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	44.16320351052497	3	[2,3,4]	False
19	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	18.835370528355835	2	[0,2]	False
19	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	1195.411600407152	2	[0,2]	False
19	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	139.02018547058103	2	[0,2]	False
19	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	185.43425989150998	2	[1,4]	False
19	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3.035924995682906	2	[1,4]	False
19	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	r_hh_125_125	41.39703271885517	2	[1,4]	False
20	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb1_minus_125	18.776494753507396	2	[2,4]	False
20	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb2_minus_125	997.3982052645523	2	[2,4]	False
20	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	mhh	179.34894690232184	2	[2,4]	False
20	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	24.310722528799747	2	[1,4]	False
20	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	38.476202452902825	2	[1,4]	False
21	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb1_minus_125	19.233776630884503	4	[0,1,2,3]	False
21	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb2_minus_125	738.527917956876	4	[0,1,2,3]	False
21	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	mhh	111.43399288199572	4	[0,1,2,3]	False
21	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	28.111384104852018	2	[1,3]	False
21	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	85.86429306320612	2	[1,3]	False
21	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	2.9263798321471866	2	[1,3]	False
22	exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	176.72596740722653	2	[1,2]	True
22	exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	36.70047245062416	2	[1,2]	True
22	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	abs_h_delta_eta	6.998785436981115	2	[1,3]	True
22	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	mhh	167.2173981515162	2	[1,3]	True
22	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	r_hh_125_125	33.81921461769713	2	[1,3]	True
23	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	33.2640870663792	2	[2,4]	False
23	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	618.3653312953743	2	[2,4]	False
23	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	182.66781616210935	2	[2,4]	False
23	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb1_minus_125	30.892816792267986	2	[1,2]	False
23	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	abs_mbb2_minus_125	346.93452455412205	2	[1,2]	False
23	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	178.20136070251462	2	[1,2]	False
23	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3.7076905977346497	2	[1,2]	False
24	exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	186.57288455963132	2	[1,3]	True
24	exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	37.04873055822543	2	[1,3]	True
24	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	abs_h_delta_eta	6.998785436981115	2	[1,3]	True
24	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	mhh	167.96873293391974	2	[1,3]	True
24	ge4tag	radial_mass__category__plus_mhh_and_abs_h_delta_eta	r_hh_125_125	33.85451883115752	2	[1,3]	True
25	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb1_minus_125	18.808159673884187	2	[2,4]	False
25	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	abs_mbb2_minus_125	873.8412446617003	2	[2,4]	False
25	exact3tag	asymmetric_rectangular_mass__category__plus_mhh	mhh	183.84982318058488	2	[2,4]	False
25	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	34.42344107929884	2	[1,2]	False
25	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	34.92641629673408	2	[1,2]	False
25	ge4tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	211.481357216835	2	[1,2]	False
26	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	36.14972962375457	2	[2,3]	False
26	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	616.5240335998828	2	[2,3]	False
26	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	181.6385069042444	2	[2,3]	False
26	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	21.758250796721217	2	[0,3]	False
26	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	46.15301235011841	2	[0,3]	False
27	exact3tag	radial_mass__category__plus_h2_pt	h2_pt	10.86049587753496	1	[3]	False
27	exact3tag	radial_mass__category__plus_h2_pt	r_hh_125_125	37.49381003923172	1	[3]	False
27	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	21.88115416698118	1	[1]	False
27	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	43.94462065560952	1	[1]	False
28	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_h_delta_eta	7.76503913004308	2	[0,3]	False
28	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb1_minus_125	19.12338399399083	2	[0,3]	False
28	exact3tag	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	abs_mbb2_minus_125	711.7937275383631	2	[0,3]	False
28	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	28.209742095741877	2	[1,4]	False
28	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	93.09482448370622	2	[1,4]	False
28	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	2.9249831642703183	2	[1,4]	False
29	exact3tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	25.07469094354963	2	[0,4]	False
29	exact3tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	45.3929044270718	2	[0,4]	False
29	ge4tag	radial_mass__category__plus_max_drbb	max_drbb	3.1769131667188146	2	[3,4]	False
29	ge4tag	radial_mass__category__plus_max_drbb	r_hh_125_125	37.27646470637353	2	[3,4]	False
30	exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	183.85602951049802	3	[0,1,2]	True
30	exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	36.84943619506817	3	[0,1,2]	True
30	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	22.309260997915377	3	[1,3,4]	False
30	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	43.936944244856086	3	[1,3,4]	False
31	exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	181.30421066284177	2	[2,3]	True
31	exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	36.99236457125281	2	[2,3]	True
31	ge4tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	185.18201065063474	1	[1]	False
31	ge4tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	34.43870271951907	1	[1]	False
32	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	abs_mbb1_minus_125	18.98987202585585	1	[4]	False
32	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	abs_mbb2_minus_125	799.3848101219526	1	[4]	False
32	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	h2_pt	0.9204909886887173	1	[4]	False
32	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	21.471717136902104	1	[4]	False
32	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	47.040979139844474	1	[4]	False
33	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	30.968515119575006	2	[0,3]	False
33	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	121.51940713173634	2	[0,3]	False
33	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	3.010391596620407	2	[0,3]	False
33	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	22.477241588179428	1	[0]	False
33	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	43.480335964810315	1	[0]	False
34	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	19.007874619380292	3	[2,3,4]	False
34	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	647.5550423596388	3	[2,3,4]	False
34	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	140.44009780883786	3	[2,3,4]	False
34	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	31.65712562409978	1	[4]	False
34	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	65.37139550067374	1	[4]	False
34	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	2.8680216728052885	1	[4]	False
35	exact3tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	176.33173274993894	4	[0,1,3,4]	True
35	exact3tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	36.369112354216995	4	[0,1,3,4]	True
35	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb1_minus_125	23.57392203083238	1	[2]	False
35	ge4tag	asymmetric_rectangular_mass__category__mass_only	abs_mbb2_minus_125	40.247792232618	1	[2]	False
36	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	34.75001229598888	2	[1,2]	False
36	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	616.408156385287	2	[1,2]	False
36	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	181.2102708816528	2	[1,2]	False
36	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	188.00949096679685	2	[0,1]	False
36	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3.0316614968070996	2	[0,1]	False
36	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	r_hh_125_125	41.220699567087244	2	[0,1]	False
37	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb1_minus_125	30.639740668887818	2	[0,1]	False
37	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	abs_mbb2_minus_125	620.0904515815079	2	[0,1]	False
37	exact3tag	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	182.34703350067136	2	[0,1]	False
37	ge4tag	radial_mass__category__plus_ht_candidate_jets	ht_candidate_jets	187.72199821472165	2	[0,3]	False
37	ge4tag	radial_mass__category__plus_ht_candidate_jets	r_hh_125_125	34.643126013389605	2	[0,3]	False
38	exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	ht_candidate_jets	180.55701541900632	2	[3,4]	False
38	exact3tag	symmetric_rectangular_mass__category__plus_ht_candidate_jets	max_abs_mbb_minus_125	33.62313909666152	2	[3,4]	False
38	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	194.64492607116696	2	[1,4]	False
38	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	3.0463967791496964	2	[1,4]	False
38	ge4tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	r_hh_125_125	41.691106520876836	2	[1,4]	False
39	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	19.105613826561846	4	[0,1,2,4]	False
39	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	936.5413130994757	4	[0,1,2,4]	False
39	exact3tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	4.801815873002647	4	[0,1,2,4]	False
39	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb1_minus_125	26.890470596892005	2	[0,1]	False
39	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	abs_mbb2_minus_125	105.25201808897353	2	[0,1]	False
39	ge4tag	asymmetric_rectangular_mass__category__plus_max_drbb	max_drbb	2.9359739516838412	2	[0,1]	False
40	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	abs_mbb1_minus_125	19.19677785458798	1	[0]	False
40	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	abs_mbb2_minus_125	1195.411600407152	1	[0]	False
40	exact3tag	asymmetric_rectangular_mass__category__plus_h2_pt	h2_pt	0.9204909886887173	1	[0]	False
40	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	h2_pt	16.594099063209857	3	[0,2,3]	False
40	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	max_drbb	3.021653953032353	3	[0,2,3]	False
40	ge4tag	radial_mass__category__plus_h2_pt_and_max_drbb	r_hh_125_125	41.38265210049311	3	[0,2,3]	False
41	exact3tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	ht_candidate_jets	148.6804103851318	2	[1,2]	False
41	exact3tag	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	max_drbb	4.110427178177871	2	[1,2]	False
