sample_group	remote_path	entry_index	particle_count	used_particle_count	was_truncated	score_set	overall_top1_class	signal_grid_top1_class	signal_probability	qcd_probability	ttbar_probability
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	0	131	131	False	model0	137	134	1.0069099937344561e-07	8.970356901727428e-08	0.9999998807907104
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	1	72	72	False	model0	137	89	1.2821664322461914e-12	1.2095421777873205e-13	1.0
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	2	110	110	False	model0	137	42	0.05984552767290552	0.0002920758561231196	0.9398623704910278
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	3	89	89	False	model0	137	134	1.371954924033142e-07	3.624414190994685e-08	0.9999998807907104
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	4	123	123	False	model0	137	131	1.4770559645965742e-05	3.80022484591791e-08	0.9999850988388062
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	5	147	147	False	model0	137	57	0.007414377900529678	3.590688720578328e-05	0.9925496578216553
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	6	166	166	False	model0	136	127	0.04809309272434348	0.8724668025970459	0.07944006472826004
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	7	164	164	False	model0	137	10	0.20041321565804537	0.025774452835321426	0.7738123536109924
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	8	113	113	False	model0	137	15	0.01648513317002198	0.0005409301375038922	0.9829740524291992
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	9	103	103	False	model0	137	25	0.00657784213569812	0.0005147545016370714	0.9929072856903076
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	10	111	111	False	model0	137	134	1.1774512374398381e-07	1.497641038961106e-10	1.0
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	11	167	167	False	model0	137	90	0.00043539833525674254	5.719436740037054e-05	0.9995073080062866
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	12	102	102	False	model0	137	107	2.7032724560392003e-12	3.160153074551614e-13	1.0
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	13	108	108	False	model0	137	95	0.00033932207310978513	9.599509212421253e-06	0.9996510744094849
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	14	184	184	False	model0	134	134	0.9632712421507676	0.0052559394389390945	0.031472790986299515
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	15	208	208	False	model0	137	134	8.764610690352155e-09	3.144129401277951e-10	1.0
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	16	113	113	False	model0	137	125	0.008368542433231596	0.06191987916827202	0.9297114610671997
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	17	126	126	False	model0	137	101	0.06039000977852993	0.040073294192552567	0.8995367288589478
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	18	173	173	False	model0	137	79	0.016481800534057345	5.091345519758761e-05	0.9834672808647156
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	19	134	134	False	model0	137	107	0.00013167412632941744	6.565869261976331e-05	0.9998026490211487
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	20	89	89	False	model0	137	90	0.0008721476912398884	0.0001253192313015461	0.9990026354789734
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	21	169	169	False	model0	137	15	0.07993976426132576	0.06317444145679474	0.8568857312202454
TTbarZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TTbarZ_ntuple/selected_ntuples_0001.root	22	178	178	False	model0	137	28	3.0215775866657482e-06	6.442431299547025e-08	0.9999969005584717
