group_id	sample_class	source_index	member_id	process_or_mode	original_split	final_split	final_role	future_use	generated_events	candidate_rows_metadata	candidate_path	candidate_sha256
b2239a1c2ffb2eb5fc793ee7	background	351	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	334	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0351_qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_hh4b_candidates_v2.parquet	87c6f68b932a43795c520ab2eff38f679b38a9ba09b59da9d85b7559930da9e0
f76c4d295021c2545924a8cb	background	352	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	382	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0352_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet	b1c98a410802b30534ac57a0ed9dc777bd0e48f8fca0f1268bd809945c6734bc
8e0aa4631d1190f8a8484606	background	353	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	353	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0353_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard010_10k_hh4b_candidates_v2.parquet	342aff9fac4a187082442bb8966edb60907617cc9d1723ef269bb3f824db7e6a
ba4ea16c7c45ee2aae854f6e	background	355	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard012_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	368	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0355_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard012_10k_hh4b_candidates_v2.parquet	737fee8ab4548cc299ed458d101e857491c4b670207240938bd4be807015c404
765df8c6ff15e5ef9646314a	background	356	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	352	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0356_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_hh4b_candidates_v2.parquet	1aa3ed455f4c0d4e5ddc09d729f6b4d74734b32218162ec5ff0745cae6a22542
554693ea991d325b22636467	background	357	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	367	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0357_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard002_10k_hh4b_candidates_v2.parquet	283f91bd5c69b902ddaea62eb208a2eb521e88c8dc015fe1f6bb033d69d7f9af
e14311c8c1d2f7b5d00cbf57	background	358	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	379	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0358_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard003_10k_hh4b_candidates_v2.parquet	db1d59a4574d69faf8388b463c0b22e4924331e495ff3e617e868f8a2d4b1d20
331e1d9ade0b6f4ee6de7411	background	359	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	395	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0359_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_hh4b_candidates_v2.parquet	eb9763605de9651cda8b4f47005bcf5b48a5f3cfcb021fd20b0ae59287630dc3
e913062b5f3e6b74057d1360	background	360	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	324	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0360_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard006_10k_hh4b_candidates_v2.parquet	b145e49a67dd32ace550ff20b5b102d639a6f5f83ee4cc97651b2f65ed4a7bf6
883cde2439e6efaaafe5691f	background	361	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	344	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0361_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard007_10k_hh4b_candidates_v2.parquet	f1d4a2481838fd41249a4dae347ba72be7d08997cd5c2e7efed3cee72383d823
