outer_holdout_fold	source_uid	group_id	source_fold	sample_class	process_or_mode	background_family_or_signal_mode	weight_stratum	auxiliary_qcd	broad_eligible_rows	is_outer_training_source	aggregate_raw_weight_fraction	per_row_raw_weight	per_row_training_weight_mean_one	physical_normalization	policy_status
0	331e1d9ade0b6f4ee6de7411::background::359::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	331e1d9ade0b6f4ee6de7411	0	background	qcd_bbbb_general	qcd_multijet		True	2915	False				False	canary_proposal_not_yet_frozen
0	3bc3942d91503ba846db3899::background::362::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	3bc3942d91503ba846db3899	2	background	qcd_bbbb_general	qcd_multijet	background::qcd_multijet::auxiliary	True	3016	True	0.00038211057947900055	1.2669448921717526e-07	0.11846580883700894	False	canary_proposal_not_yet_frozen
0	554693ea991d325b22636467::background::357::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	554693ea991d325b22636467	1	background	qcd_bbbb_general	qcd_multijet	background::qcd_multijet::auxiliary	True	2920	True	0.00038211057947900055	1.3085978749280842e-07	0.122360575154938	False	canary_proposal_not_yet_frozen
0	765df8c6ff15e5ef9646314a::background::356::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	765df8c6ff15e5ef9646314a	3	background	qcd_bbbb_general	qcd_multijet	background::qcd_multijet::auxiliary	True	2995	True	0.00038211057947900055	1.2758283121168633e-07	0.11929645390731851	False	canary_proposal_not_yet_frozen
0	883cde2439e6efaaafe5691f::background::361::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	883cde2439e6efaaafe5691f	1	background	qcd_bbbb_general	qcd_multijet	background::qcd_multijet::auxiliary	True	2923	True	0.00038211057947900055	1.307254804923026e-07	0.12223499125980805	False	canary_proposal_not_yet_frozen
0	8e0aa4631d1190f8a8484606::background::353::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz	8e0aa4631d1190f8a8484606	1	background	qcd_bbbb_general	qcd_multijet	background::qcd_multijet::auxiliary	True	2953	True	0.00038211057947900055	1.2939741939688471e-07	0.12099318640447645	False	canary_proposal_not_yet_frozen
0	b2239a1c2ffb2eb5fc793ee7::background::351::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_general_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	b2239a1c2ffb2eb5fc793ee7	2	background	qcd_bbbb_general	qcd_multijet	background::qcd_multijet::auxiliary	True	2965	True	0.00038211057947900055	1.2887371989173713e-07	0.1205035006584887	False	canary_proposal_not_yet_frozen
0	ba4ea16c7c45ee2aae854f6e::background::355::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard012_10k_bundle.tar.gz	ba4ea16c7c45ee2aae854f6e	4	background	qcd_bbbb_general	qcd_multijet	background::qcd_multijet::auxiliary	True	3033	True	0.00038211057947900055	1.2598436514309282e-07	0.11780180661141408	False	canary_proposal_not_yet_frozen
0	e14311c8c1d2f7b5d00cbf57::background::358::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	e14311c8c1d2f7b5d00cbf57	3	background	qcd_bbbb_general	qcd_multijet	background::qcd_multijet::auxiliary	True	3004	True	0.00038211057947900055	1.272005923698404e-07	0.11893904109601164	False	canary_proposal_not_yet_frozen
0	e913062b5f3e6b74057d1360::background::360::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	e913062b5f3e6b74057d1360	0	background	qcd_bbbb_general	qcd_multijet		True	2969	False				False	canary_proposal_not_yet_frozen
