sample,group,source_root,event_in_file,n_selected_jets,n_selected_btags,is_signal,assignment_mask,truth_available,weight_pb
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,11,7,5,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,14,8,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,41,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,62,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,80,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,105,4,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,113,6,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,126,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,165,7,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,180,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,183,5,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,184,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,208,5,5,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,220,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,232,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,237,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,290,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,294,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,298,7,5,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,340,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,359,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,362,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,363,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,375,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,377,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,458,7,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,485,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,501,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,504,7,5,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,511,6,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,535,7,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,576,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,588,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,605,7,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,621,7,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,642,5,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,667,5,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,691,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,704,4,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,723,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,729,7,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,743,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,747,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,766,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,769,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,781,5,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,785,6,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,794,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,802,5,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,830,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,839,4,4,1,1,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,862,6,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,904,5,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,971,6,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,983,4,4,1,0,1,5.8699999999999996e-08
VBF_HH4b_SMnorm,signal,HH4b_vbf_hh4b_10k_transfer_cluster_3473183_shard_0_1000_pythia8_delphes.root,988,4,4,1,1,1,5.8699999999999996e-08
ttbar_200k,background,ttbar_200k_shard000_pythia8_delphes.root,141,7,4,0,0,0,0.0025613731384277346
ttbar_200k,background,ttbar_200k_shard000_pythia8_delphes.root,250,7,4,0,0,0,0.0025613731384277346
ttbar_200k,background,ttbar_200k_shard000_pythia8_delphes.root,888,5,4,0,0,0,0.0025613731384277346
ttbar_200k,background,ttbar_200k_shard000_pythia8_delphes.root,954,8,4,0,0,0,0.0025613731384277346
ttbar_200k,background,ttbar_200k_shard000_pythia8_delphes.root,1595,7,4,0,0,0,0.0025613731384277346
ttbar_200k,background,ttbar_200k_shard000_pythia8_delphes.root,1868,5,4,0,0,0,0.0025613731384277346
ttbar_200k,background,ttbar_200k_shard000_pythia8_delphes.root,1916,7,4,0,0,0,0.0025613731384277346
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,6,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,38,5,5,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,40,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,53,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,69,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,84,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,104,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,109,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,111,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,123,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,129,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,143,6,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,150,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,168,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,176,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,183,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,202,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,218,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,231,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,279,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,314,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,340,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,341,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,392,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,448,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,554,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,570,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,581,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,608,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,630,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,646,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,675,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,721,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,754,6,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,786,6,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,879,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,881,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,906,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,919,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,936,7,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,941,8,5,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,943,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,949,5,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,961,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,963,4,4,0,0,0,6.912992e-05
Zbbbb_100k,background,zbbbb_presel_100k_shard000_pythia8_delphes.root,1007,6,4,0,0,0,6.912992e-05
