sample_group	remote_path	entry_index	particle_count	used_particle_count	was_truncated	score_set	overall_top1_class	signal_grid_top1_class	signal_probability	qcd_probability	ttbar_probability
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	0	96	96	False	model0	136	57	0.0011169193233513397	0.9987949132919312	8.819226059131324e-05
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	1	89	89	False	model0	137	107	3.245125401929359e-11	5.0224021989897505e-12	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	2	122	122	False	model0	137	79	6.774816499486308e-08	1.6309865458197237e-08	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	3	190	190	False	model0	136	22	0.2340152593824314	0.6302942037582397	0.13569045066833496
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	4	81	81	False	model0	137	89	4.937673765034261e-13	2.5293728564542914e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	5	101	101	False	model0	137	107	1.0490107087230489e-12	7.282221429604635e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	6	141	141	False	model0	136	15	0.005411104369159148	0.9219071865081787	0.07268174737691879
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	7	71	71	False	model0	137	134	4.526060984985998e-11	5.889909653750136e-12	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	8	89	89	False	model0	137	89	1.2137052021052075e-12	7.380706966821429e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	9	91	91	False	model0	137	107	1.4035500813136399e-12	5.470374248527608e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	10	203	203	False	model0	136	132	0.058739265968085874	0.7240175604820251	0.21724307537078857
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	11	58	58	False	model0	137	107	6.3482656514360904e-12	3.45778527338636e-13	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	12	132	132	False	model0	137	90	0.04408612825777425	0.0020166211761534214	0.9538971781730652
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	13	87	87	False	model0	137	109	5.638252123656151e-05	1.4430327155423583e-06	0.9999420642852783
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	14	150	150	False	model0	136	129	0.00016940326762693303	0.801925539970398	0.19790491461753845
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	15	694	256	True	model0	137	69	0.3131445348881243	0.1503058671951294	0.5365496277809143
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	16	121	121	False	model0	137	107	1.5021894913224452e-10	7.09803535392517e-11	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	17	163	163	False	model0	137	114	0.004429770551233503	0.00013281733845360577	0.9954374432563782
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	18	127	127	False	model0	137	134	9.948806557919549e-09	4.4545994670741607e-10	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	19	105	105	False	model0	137	134	4.4992285467847066e-08	3.8748626707274525e-07	0.9999996423721313
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	20	107	107	False	model0	137	89	1.957852327184203e-12	9.521096882908128e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	21	118	118	False	model0	137	89	7.032159994617282e-13	3.980491744591877e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	22	138	138	False	model0	137	107	4.405365837903301e-09	7.84190101743576e-10	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	23	64	64	False	model0	137	107	2.002578541134537e-12	1.978282582236826e-13	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	24	83	83	False	model0	137	89	1.8020795201931093e-12	1.8706440747546377e-13	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	25	152	152	False	model0	137	107	2.3536321694054915e-12	1.6533836474409702e-13	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	26	98	98	False	model0	137	107	2.066254381652496e-11	3.856763432924515e-12	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	27	63	63	False	model0	137	90	2.7716331943154195e-11	4.660581816307019e-12	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	28	115	115	False	model0	137	89	9.143810722589527e-13	3.8264831976825633e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	29	139	139	False	model0	137	134	0.9007446178975442	0.046173326671123505	0.053082000464200974
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	30	74	74	False	model0	137	89	1.8365397970036865e-12	1.0422132585121216e-13	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	31	148	148	False	model0	137	114	0.0021573755098138747	0.006892852485179901	0.9909496903419495
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	32	135	135	False	model0	137	114	0.0059410389056751	0.00017858562932815403	0.9938802719116211
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	33	65	65	False	model0	137	107	1.905621888686765e-12	4.452008220087213e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	34	179	179	False	model0	137	83	0.9028296806104663	0.017372673377394676	0.07979772984981537
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	35	119	119	False	model0	137	107	3.664424896835277e-12	2.393822444955729e-13	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	36	94	94	False	model0	104	104	0.9121378234511326	0.0032944739796221256	0.08456772565841675
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	37	114	114	False	model0	137	89	2.173035867862708e-12	6.994393535490404e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	38	138	138	False	model0	137	84	3.835913018690462e-05	2.4761973691056482e-05	0.9999368190765381
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	39	165	165	False	model0	136	109	0.18878335267072544	0.8028454184532166	0.00837128795683384
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	40	123	123	False	model0	137	132	2.9046920298888765e-06	1.2010654018013156e-06	0.9999959468841553
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	41	86	86	False	model0	137	107	3.442443760417503e-07	7.184589776443318e-07	0.9999990463256836
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	42	83	83	False	model0	137	107	6.208487826358903e-09	8.957436181677991e-11	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	43	192	192	False	model0	137	4	0.0024685153268819704	0.00022711067867930979	0.9973044395446777
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	44	132	132	False	model0	137	13	3.220258361358308e-06	2.3416652084051748e-07	0.9999966621398926
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	45	134	134	False	model0	137	107	2.1180518907466267e-12	4.422918398173069e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	46	163	163	False	model0	137	107	2.104400519580393e-11	1.1866662166792885e-12	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	47	116	116	False	model0	136	30	0.061003852482826915	0.8380537629127502	0.10094238817691803
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	48	111	111	False	model0	137	90	2.0219691488638624e-06	3.592780828398645e-08	0.9999979734420776
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	49	178	178	False	model0	137	77	0.5958604784837007	0.1407250165939331	0.26341450214385986
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	50	95	95	False	model0	137	30	0.0015656545288038615	0.06772569566965103	0.930708646774292
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	51	125	125	False	model0	137	122	7.345819080173399e-05	2.0635991404560627e-06	0.9999244213104248
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	52	107	107	False	model0	136	132	0.003960463568290606	0.9920967817306519	0.003942806273698807
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	53	97	97	False	model0	137	107	7.425966004252892e-11	1.4898487998848964e-10	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	54	114	114	False	model0	137	114	0.0043131857380345195	0.00596576975658536	0.98972088098526
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	55	112	112	False	model0	137	43	0.030511242031479924	0.010995645076036453	0.9584931135177612
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	56	133	133	False	model0	137	107	3.3016536235893477e-11	4.06751368697833e-12	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	57	143	143	False	model0	137	74	4.4111884068470664e-05	4.2456754272279795e-06	0.9999516010284424
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	58	82	82	False	model0	137	90	1.4026799470339995e-12	4.3005079071413085e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	59	102	102	False	model0	137	89	5.647746129946339e-13	2.3518320402043588e-14	1.0
TW_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/TW_ntuple/selected_ntuples_0002.root	60	121	121	False	model0	137	90	5.897588398834364e-06	1.8666708001546795e-06	0.9999921321868896
