search_root	path	bytes	matched_anchors	matching_line_numbers	matching_line_count	sha256	event_payload	content_opened	status
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard001/logs/ttbar_100k_shard001_generate_events.log	4868	ttbar_100k	27,29,30,80	4	9cc647e73e8fe542f65d2b13c730af54cec7685d14d8acb90987e07cac08eca9	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard001/logs/ttbar_100k_shard001_lhe_to_hepmc3.log	68976	ttbar_100k	47,83,2244	3	47e15de6b822ab6ed72d690127fecfc955014e527594fabca7a4272bdefb403f	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard001/logs/ttbar_100k_shard001_pythia8_delphes.log	8261	ttbar_100k	52	1	12ad382eaf8b6229ceb60c5c1cc62cb608041ef65e35ae3001fe096337db5bf6	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard001/receipts/ttbar_100k_shard001_final_status.txt	217	ttbar_100k	4	1	8ab6c75cff0f8deef880747cbb2c42063e1d176a9d18b4762ca5ae27131af437	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard002/logs/ttbar_100k_shard002_generate_events.log	4859	ttbar_100k	27,29,30,80	4	aeae39dad2de0f660b491f1cc4ce768018e23fdb8bcd003aacefca85ad354325	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard002/logs/ttbar_100k_shard002_lhe_to_hepmc3.log	68624	ttbar_100k	47,83,2240	3	eb38c89dfb80636a625238b9ebddb7b5a3c5d808eedce74489be43101325e007	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard002/logs/ttbar_100k_shard002_pythia8_delphes.log	8261	ttbar_100k	52	1	e90d93838354cdee5567e670012e7d181fcf85199a96ecacb234e8a7ebd23486	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard002/receipts/ttbar_100k_shard002_final_status.txt	217	ttbar_100k	4	1	bbd94af4f1231876f93e8716fb95b275bbc369e2f27ab18eddf5f353b59aeb4e	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard004/logs/ttbar_100k_shard004_generate_events.log	4864	ttbar_100k	27,29,30,80	4	bcba6f461ccc6d183beb24f6c9c51fca92111964815243c640d149f29a992cd7	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard004/logs/ttbar_100k_shard004_lhe_to_hepmc3.log	69022	ttbar_100k	47,83,2244	3	51bacdaae9100c0ef2a06a13b8a24b394731617f060430f0fa087463ba439582	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard004/logs/ttbar_100k_shard004_pythia8_delphes.log	8261	ttbar_100k	52	1	32a16c843ab448e5e5479d874011dedec636a1f9c75054ef0900b50a2538b5b0	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard004/receipts/ttbar_100k_shard004_final_status.txt	217	ttbar_100k	4	1	72ee938c8384de89c8ad465b75b29d1e574403251728e3bae965a983e4ffb26f	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard005/logs/ttbar_100k_shard005_generate_events.log	4858	ttbar_100k	27,29,30,80	4	40a2774794edc6f5647c7f9e91d62126d6e177740a5c091dafce801bc619eb17	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard005/logs/ttbar_100k_shard005_lhe_to_hepmc3.log	68613	ttbar_100k	47,83,2240	3	5588ff12c9031afadf54e18acc5a5760376e45a8d214f1fd382d905c7f5141c4	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard005/logs/ttbar_100k_shard005_pythia8_delphes.log	8261	ttbar_100k	52	1	a7529f5592e6d8019ad6bb961c15ddc6960c0f8380075c65bc34a139fd58a091	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard005/receipts/ttbar_100k_shard005_final_status.txt	217	ttbar_100k	4	1	6f5c5e9be385c84fd86c2501c6c51184e34fd0d7c75591fcfd222e45e40d95a5	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard007/logs/ttbar_100k_shard007_generate_events.log	4858	ttbar_100k	27,29,30,80	4	73576611c6573c4120c449ee8675833925cbbefd62f953ec451bd35154bd65a3	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard007/logs/ttbar_100k_shard007_lhe_to_hepmc3.log	69757	ttbar_100k	47,83,2252	3	358cb236eba80ebbc837b4bb1ce0198b04439e31d107ae68badd7c6de598b2bf	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard007/logs/ttbar_100k_shard007_pythia8_delphes.log	8261	ttbar_100k	52	1	b11b2404719ee12f9fc2b871088b5fd692a8916d7d887de48a684238e66d3c35	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard007/receipts/ttbar_100k_shard007_final_status.txt	217	ttbar_100k	4	1	5936261c2e49de9ce9c9c14e74020cae2850e5dd330619b366b8b0a7020507ee	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard008/logs/ttbar_100k_shard008_generate_events.log	4870	ttbar_100k	27,29,30,80	4	85502f5cc15459ce897e26c3fe4eef9423b2432f94be4927fa2917ee99b690f5	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard008/logs/ttbar_100k_shard008_lhe_to_hepmc3.log	68821	ttbar_100k	47,83,2242	3	6d71ac5377e0b5b8be8442fd03caf193b661695ab20f572d6ef26afa38ae88b9	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard008/logs/ttbar_100k_shard008_pythia8_delphes.log	8261	ttbar_100k	52	1	d30cb70058381dc95c3547a06daae5ff8a49ad7bc659c3c2de53a7001835b7d2	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard008/receipts/ttbar_100k_shard008_final_status.txt	217	ttbar_100k	4	1	2c42530d8dfa313be99686195a25d2927df46a59b94a60ed7b78066b7f5f1b6e	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard009/logs/ttbar_100k_shard009_generate_events.log	4869	ttbar_100k	27,29,30,80	4	f9d2dc548d587d953937f08bf449e3b333a54d1f499168d5331651e376a99748	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard009/logs/ttbar_100k_shard009_lhe_to_hepmc3.log	68975	ttbar_100k	47,83,2244	3	9fbe8554d237bc0e01777f33188772eb2cf367928691d2e1fd09778e9867c2c9	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard009/logs/ttbar_100k_shard009_pythia8_delphes.log	8261	ttbar_100k	52	1	89028193601a379287580547f8a2bc7f8109b9f828ab66d356eed0e4f827b6b0	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/members/ttbar_100k_shard009/receipts/ttbar_100k_shard009_final_status.txt	217	ttbar_100k	4	1	4e0e1078c4f777e2ead08b3a4d8399d84d77adaf9a869ca87ac430e1d2fb46ce	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/condor_submit/hh4b_ttbar8_exact_regeneration_canary_submission_20260727_v1/hh4b_ttbar8_exact_regeneration_canary.sub	5257	ttbar_100k	5,15,16,26	4	5081edf64f9e1e488195a8016fc2461eb525ba7bcba298e92e0ff06699d0b47d	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/SHA256SUMS	96194	ttbar_100k	408,409,410,411,412,413,414,415,416,417,519,520,521,522,523,524,525,526,527,528,615,616,617,618,619,620,621,622,623,624,727,728,729,730,731,732,733,734,735,736	40	c88633b302cba1235565dce7ad17c09637ad90840d84d53506ea1750802cf7c6	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_001_log.txt	8068	ttbar_100k	209	1	cd096140915cd487ed4c28067efa975504bc792d671847ee6ba73da3960cbf1d	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_002_log.txt	8095	ttbar_100k	209,210	2	5200c3128d3f0e82db17c527d2739e42e771f864eb35bf70e64cefaac5bcecce	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_003_log.txt	8122	ttbar_100k	209,210,211	3	b09f22018059b5ec4e2c1a0fb120a4edeb4ed7f074d5703500c93a4436deb3bb	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_004_log.txt	8149	ttbar_100k	209,210,211,212	4	7d1d7ebace6287fa380f4b9fede875b57578c9a09e91903c920a2d042da438b0	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_005_log.txt	8176	ttbar_100k	209,210,211,212,213	5	157d2c73f2d7526824172dd6feb0add81bdbc84e165130b380c2839c93055ad4	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_006_log.txt	8203	ttbar_100k	209,210,211,212,213,214	6	4f6972348e554fe669f462c37a4c0b6a4ad20dd9ddcbc48a838b9831423f1d7d	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_007_log.txt	8230	ttbar_100k	209,210,211,212,213,214,215	7	7360380ac929ea6bcd448aabd1766c6e5ff1d44f304dd23e7b33094133175581	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_008_log.txt	8257	ttbar_100k	209,210,211,212,213,214,215,216	8	57dac8312f943e9f46da51779479e92eb34f953b86a1567efbda64dab1a5808b	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_100k_009_log.txt	8284	ttbar_100k	209,210,211,212,213,214,215,216,217	9	e52cf783122be58aebf589e894271e299e12db6ab9a6fcbf31d679bb90057dcf	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_000_log.txt	8311	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	70dbfa4d37f7696478ee3f4de6207e95eb3e628c9d0fa5b83487cadfcefaccdd	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_001_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	277506c0464954bcfac8c03e70ffc412762945fa493475f6e2433d8feb4c8a21	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_002_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	5cfa6ea378d84f73309e42a231532c19198049fafe9e9756c7c09d5e8b552756	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_003_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	7313c7fbdb058fdc6f7649c0288428accc643361d3689a7b39d59aee64fec9ff	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_004_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	7f121f6c72b22001907fb7e2c396088571252bac3e57c031e525dd68e267f11a	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_005_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	99ea0a8dd66a21c0236d3229e996a74feeb2750b65e0925e54b82c3903c7d2cb	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_006_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	a98a492942522e6e4a6859700dcda5d2feddb079bdcff0ee372a1403de3df814	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_007_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	269ca53303b04ce957301569310ad1f0df716113503a5d86e310a2fe2db29bb5	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_008_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	a857dadb9161a8c14e3d3a3edcfe470e0387cfb21103b5403bb22ff0cd7d3a9b	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_009_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	a46530762ac9b4674a6d87db4224ab941b3ffce8910105f70f882daf79b695af	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_010_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	3d1fa2bcf203cffdb8662e5ddb0d58fabd8a5930a9dbb5bb3f8655c16a48e55f	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_011_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	f1a15f154a10bf0d1b4bf5b068106b7645451ea5fcbd0f4ccda8ed8492930aa1	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_012_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	0bdfe37efdd4c589e2e4c4a21af3caf2ef9d2de04f181420a6137d87cf1cdb9e	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_013_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	c80607e9e98fc925f99fa3f1e38ccc4cce6ffd5838b37543be081b27ca894127	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_014_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	13f833a7311ca44f4ed99dd4b67b3fd26f6aa18c99839976c6e204ff5eccb45b	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_015_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	969a6b67cc55fe21653a8cea2324aea3a425d0b3e4fe901834037d7832e456d6	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_016_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	3999ff3ab567e91e2fade3bcf9b9ce48b821c46c71317925298a28ee1cb8e418	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_017_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	c88c68fc3e7b65030ce96d6b45c065e64bf9dcd534b81f9fa9a12718b086c5fd	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_018_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	82afd68d0c6b1107e350655a51c505715fd2f954eb296188f627dc0a01fba74a	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_200k_019_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	5f0a27779256f53d19a50e771a94cc85ffa0eec33c1b94405e96582b05c2f1cb	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_extra50k_ak4ak8_v1_000_log.txt	8851	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	3c6e05f1ee4c62292cd07826b0b1179d7218b126e9497d1321c3cd056e269682	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_extra50k_ak4ak8_v1_001_log.txt	8892	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	07c5ef0090209832876326b8411f63d7524d7e052ca70028a179d0045616d665	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_extra50k_ak4ak8_v1_002_log.txt	8933	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	9e25354c49d5c81db3dfe011ccfe1a6e0f08cafe4ddbcac0d079e7b56f423403	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_extra50k_ak4ak8_v1_003_log.txt	8974	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	4fb3b22cacc7219666bbd92ebc41c5805474c3b8a26164055b484460a32c6390	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_bbx_ttx/G1/run_ttbar_extra50k_ak4ak8_v1_004_log.txt	9015	ttbar_100k	209,210,211,212,213,214,215,216,217,218	10	ac516577e4912a29175b5e562b0e5ad4e3f4a0207c0b1c2c044e7c5dac422224	False	True	exact_legacy_text_reference
/uscms_data/d3/iturkmen/hh4b_delphes	/uscms_data/d3/iturkmen/hh4b_delphes/contract_build/hh4b_ttbar7_exact_regeneration_scaleout_20260728_v1/build/payload/mg5_template/SubProcesses/P1_gg_ttx/G1/run_ttbar_100k_001_log.txt	8068	ttbar_100k	209	1	84f0f804c2644cc6a46bc7e4fe81e7129a21d54fe62cd0aa4b715cc8b31c4849	False	True	exact_legacy_text_reference
