member_index	sample_class	process_or_mode	campaign	dataset_split	generated_events	candidate_rows	candidate_path	candidate_sha256	remote_bundle_path	remote_bundle_uri	bundle_size_bytes	bundle_sha256_expected	root_archive_member	root_basename	c3c_root_sumw	c3c_root_sumw2	sidecar_path	validation_candidate_access_authorized	source_candidate_modification_authorized	status
398	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	5200	9	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0309_wwz_zbb_run2_frozen_v2_train_shard9901_5200_hh4b_candidates_v2.parquet	59e8540af0a3eadda3cc08b1d4c27d0e7b795ae2b0ad14f259e749d1d1a856cd	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9901_5200_bundle.tar.gz	472106981	975fe361b082fb12ebc655daa6b5b737da3a30c65e7cd565cd0674e7f4d8bc42	root/wwz_zbb_run2_frozen_v2_train_shard9901_5200_delphes.root	wwz_zbb_run2_frozen_v2_train_shard9901_5200_delphes.root	497.16589617729187	47.680042725786009	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0398_wwz_zbb_wwz_zbb_run2_frozen_v2_train_shard9901_5200_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
399	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	5200	9	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0310_wwz_zbb_run2_frozen_v2_train_shard9902_5200_hh4b_candidates_v2.parquet	9bdb10e2137561841ad243ddfed39001f77d90921ae268573558d87a7ea86671	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9902_5200_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9902_5200_bundle.tar.gz	473233558	76d5820f72657e789a8f8430776f5ce10b54cbb747e11b8919b241cb070d5036	root/wwz_zbb_run2_frozen_v2_train_shard9902_5200_delphes.root	wwz_zbb_run2_frozen_v2_train_shard9902_5200_delphes.root	493.58571624755859	47.14097107146813	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0399_wwz_zbb_wwz_zbb_run2_frozen_v2_train_shard9902_5200_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
400	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	5200	10	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0311_wwz_zbb_run2_frozen_v2_train_shard9903_5200_hh4b_candidates_v2.parquet	71ab19fdcddb163b40d930e59af0f13a125147eae0906f551edeb337e2e1e597	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9903_5200_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9903_5200_bundle.tar.gz	472648224	1cddfa6260638230bac9a398aab96f442d8d5d9bea884c7af4bee29c4da3f825	root/wwz_zbb_run2_frozen_v2_train_shard9903_5200_delphes.root	wwz_zbb_run2_frozen_v2_train_shard9903_5200_delphes.root	495.90987846255302	47.65948477568422	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0400_wwz_zbb_wwz_zbb_run2_frozen_v2_train_shard9903_5200_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
401	background	wwz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	5200	5	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wwz_zbb/0312_wwz_zbb_run2_frozen_v2_train_shard9904_5200_hh4b_candidates_v2.parquet	7af1cc27a669db4270a5e1b1f0d8c7e54844a95b024d21a20b574c1398d47276	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wwz_zbb_run2_frozen_v2_train_shard9904_5200_bundle.tar.gz	474256123	3c63c714819c7d8f5c4e578205ae14c79d57b5f7733d0cc46b704a0eb8ef751c	root/wwz_zbb_run2_frozen_v2_train_shard9904_5200_delphes.root	wwz_zbb_run2_frozen_v2_train_shard9904_5200_delphes.root	495.21264959871769	47.488886405821091	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0401_wwz_zbb_wwz_zbb_run2_frozen_v2_train_shard9904_5200_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
403	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	3300	9	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0314_wzz_zbb_run2_frozen_v2_train_shard9911_3300_hh4b_candidates_v2.parquet	fb131dc66fcee78bcec818d4d53965d9074275242dcda863a1928f7e3ba347b6	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9911_3300_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9911_3300_bundle.tar.gz	291764214	ad68a0d5a944394f35ba92c6025a0d3a66416dee2ee38db69d39183ffe91fb01	root/wzz_zbb_run2_frozen_v2_train_shard9911_3300_delphes.root	wzz_zbb_run2_frozen_v2_train_shard9911_3300_delphes.root	100.66672565415502	3.0820425887001601	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0403_wzz_zbb_wzz_zbb_run2_frozen_v2_train_shard9911_3300_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
404	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	3300	20	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0315_wzz_zbb_run2_frozen_v2_train_shard9912_3300_hh4b_candidates_v2.parquet	3f058e56c24549d8cbd59c8b20a5bd804eedb7fd952910a83c68310e2f4f8125	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9912_3300_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9912_3300_bundle.tar.gz	289480239	1ffd7a2af3b2e810619e907259864aa4a1e58e9ea1ed31ab6318b76df2e2bfc6	root/wzz_zbb_run2_frozen_v2_train_shard9912_3300_delphes.root	wzz_zbb_run2_frozen_v2_train_shard9912_3300_delphes.root	100.03685921803117	3.0733791277445084	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0404_wzz_zbb_wzz_zbb_run2_frozen_v2_train_shard9912_3300_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
405	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	3300	20	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0316_wzz_zbb_run2_frozen_v2_train_shard9913_3300_hh4b_candidates_v2.parquet	1125ebe808b757ff68d79edf6ac14281864382a4011ca9283c2b299f56881cb1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9913_3300_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9913_3300_bundle.tar.gz	289011377	25fb6de6b5fe19413a3a9902bc8df5dc109f1390977983d5ab34179af2bf9eb7	root/wzz_zbb_run2_frozen_v2_train_shard9913_3300_delphes.root	wzz_zbb_run2_frozen_v2_train_shard9913_3300_delphes.root	100.83515885844827	3.0923648196835636	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0405_wzz_zbb_wzz_zbb_run2_frozen_v2_train_shard9913_3300_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
406	background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	3300	19	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/wzz_zbb/0317_wzz_zbb_run2_frozen_v2_train_shard9914_3300_hh4b_candidates_v2.parquet	f79c4796968beeacfebe8e7943a0025c70be0d69cd3de24117b805fc189c00c3	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/wzz_zbb_run2_frozen_v2_train_shard9914_3300_bundle.tar.gz	292880611	3ab59356faf7cb011282505fd36b16caa1fa239ae6005e57cf764c02be0906f9	root/wzz_zbb_run2_frozen_v2_train_shard9914_3300_delphes.root	wzz_zbb_run2_frozen_v2_train_shard9914_3300_delphes.root	100.47161588817835	3.0850740722735877	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0406_wzz_zbb_wzz_zbb_run2_frozen_v2_train_shard9914_3300_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
408	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	1500	12	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zzz_zbb/0319_zzz_zbb_run2_frozen_v2_train_shard9921_1500_hh4b_candidates_v2.parquet	83049f6c3a291a88943b5c2914e83340fa8ad613c949278e80d2ad8ae08c680c	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9921_1500_bundle.tar.gz	131197947	aa4fce800d71bd13a075841ddc4009f8e96d9fd148c67628b0a2d57cb1b50ff0	root/zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root	zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes.root	15.761973477900028	0.16606909429619371	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0408_zzz_zbb_zzz_zbb_run2_frozen_v2_train_shard9921_1500_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
409	background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	train	1500	18	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/zzz_zbb/0320_zzz_zbb_run2_frozen_v2_train_shard9922_1500_hh4b_candidates_v2.parquet	49bb3233365512e67c86f5db1da9fe0708005206d9a5f54da541ad696af3877d	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9922_1500_bundle.tar.gz	root://cmseos.fnal.gov//store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_scaleout40k_20260722_v1/zzz_zbb_run2_frozen_v2_train_shard9922_1500_bundle.tar.gz	131855699	c6139d6d1efee53918d8a8dd93433c988c4170b58fe3b30b7fc2f450f723013d	root/zzz_zbb_run2_frozen_v2_train_shard9922_1500_delphes.root	zzz_zbb_run2_frozen_v2_train_shard9922_1500_delphes.root	15.647666286677122	0.16498815412711298	/uscms_data/d3/iturkmen/hh4b_delphes/physical_weight_sidecars/triboson_train_root_event_weights_20260729_v1/member0409_zzz_zbb_zzz_zbb_run2_frozen_v2_train_shard9922_1500_delphes_event_weights.parquet	False	False	selected_train_only_weight_transport
