sample_group	remote_path	entry_index	particle_count	used_particle_count	was_truncated	score_set	overall_top1_class	signal_grid_top1_class	signal_probability	qcd_probability	ttbar_probability
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	0	124	124	False	model0	137	107	1.53202923459867e-12	2.3513295802600476e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	1	117	117	False	model0	137	107	1.2368799918304725e-11	1.3321857722861652e-12	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	2	100	100	False	model0	137	89	8.981140983438889e-13	2.428075169852613e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	3	107	107	False	model0	137	89	7.193403960818666e-13	4.9730293667782366e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	4	40	40	False	model0	137	90	1.438232601004683e-12	2.36495014110244e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	5	57	57	False	model0	137	89	1.0995306207481727e-12	8.15769299984323e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	6	160	160	False	model0	137	107	1.0441282502787617e-11	6.052834557353226e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	7	94	94	False	model0	137	89	7.105668126986866e-13	5.461783640376555e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	8	61	61	False	model0	137	89	8.060399144310015e-13	6.938626241495896e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	9	181	181	False	model0	14	14	0.9951438263688033	0.0019558139611035585	0.0029003869276493788
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	10	139	139	False	model0	137	134	0.0011485323347990573	0.002933067036792636	0.9959184527397156
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	11	167	167	False	model0	137	107	7.394376351127642e-12	3.204633010778918e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	12	32	32	False	model0	137	90	4.441265289219752e-12	3.238328930097595e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	13	132	132	False	model0	137	89	2.233198478886305e-12	6.80032066898914e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	14	81	81	False	model0	137	89	1.2124416156712353e-12	9.289017309250386e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	15	79	79	False	model0	137	89	8.602228364895106e-13	3.4980424454397405e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	16	153	153	False	model0	136	67	0.6115746778668836	0.3007236421108246	0.0877017229795456
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	17	92	92	False	model0	137	89	3.533665935976369e-13	3.411286281663345e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	18	58	58	False	model0	137	89	3.866771253847243e-13	3.9657144077940784e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	19	59	59	False	model0	137	89	6.995713225284138e-13	7.333711546028687e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	20	54	54	False	model0	137	89	3.7744644116718615e-12	1.3493854200252037e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	21	78	78	False	model0	137	89	1.4598395310647446e-12	4.083125710371144e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	22	156	156	False	model0	137	131	1.929523298604332e-10	6.871255300855417e-12	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	23	146	146	False	model0	137	107	3.123957408860895e-12	6.473928381225957e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	24	133	133	False	model0	137	107	1.7673903730482662e-12	4.3491099800284025e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	25	73	73	False	model0	137	89	2.6613259160019564e-13	2.19561324552248e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	26	78	78	False	model0	137	107	3.936085004924975e-12	8.410038616034343e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	27	81	81	False	model0	137	107	2.851431703330088e-12	6.521572019392574e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	28	123	123	False	model0	136	15	0.037654117572856194	0.9491956830024719	0.013150223530828953
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	29	94	94	False	model0	137	89	3.553761749066724e-13	7.811129469474133e-15	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	30	134	134	False	model0	136	12	0.14580569259123877	0.823894739151001	0.030299579724669456
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	31	76	76	False	model0	137	89	4.685140646526515e-12	1.8638344719597993e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	32	85	85	False	model0	137	89	5.638669275312155e-13	2.8830311347895904e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	33	88	88	False	model0	137	89	6.465914600972059e-13	5.697062288069488e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	34	66	66	False	model0	137	90	5.192834257632069e-12	5.885381158116099e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	35	144	144	False	model0	136	86	0.0068767781688166	0.986156702041626	0.006966468878090382
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	36	125	125	False	model0	137	89	8.33106492532331e-13	4.892186509413213e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	37	159	159	False	model0	136	75	0.811444374114842	0.18557146191596985	0.002984137274324894
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	38	58	58	False	model0	137	90	2.889797537803933e-12	6.318007098396472e-13	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	39	64	64	False	model0	137	107	2.6379587973632458e-12	5.5786403057797584e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	40	108	108	False	model0	137	89	1.2623257405139512e-12	6.317281496092536e-14	1.0
ZZ_ntuple	/eos/ihep/cms/store/user/coli/datasets/hh4b/inference/ZZ_ntuple/selected_ntuples_0001.root	41	148	148	False	model0	137	107	1.1433923625172085e-11	1.4323541267999285e-12	1.0
